accession_a,accession_b,minhash_jaccard_21mer
GCF_029962045.1,GCF_053901235.1,0.02234780375032109
GCF_028227635.1,GCF_029962025.1,0.0222855662088624
GCF_028227275.1,GCF_029962065.1,0.022222222222222223
GCF_053901445.1,GCF_001456195.2,0.022222222222222223
GCF_029962065.1,GCF_032594475.1,0.02218782249742002
GCF_042237735.1,GCF_048564955.1,0.02200681163217186
GCF_055766035.1,GCF_048564955.1,0.02191286414024233
GCF_014249995.1,GCF_029962045.1,0.021890291012104043
GCF_029962065.1,GCF_015475955.1,0.021632758176667526
GCF_055764455.1,GCF_048564955.1,0.02158086323452938
GCF_021459925.1,GCF_048564955.1,0.021458117890382628
GCF_021459925.1,GCF_029962045.1,0.021435950413223142
GCF_004023395.2,GCF_041053125.1,0.021419354838709676
GCF_029962045.1,GCF_055690575.1,0.021232522009321596
GCF_028227635.1,GCF_041053125.1,0.0211941070043939
GCF_048564955.1,GCF_032594475.1,0.021155830753353973
GCF_041053125.1,GCF_042243345.1,0.02104989604989605
GCF_029962045.1,GCF_015475955.1,0.020844055584148223
GCF_002117875.1,GCF_042237065.1,0.020833333333333332
GCF_055764455.1,GCF_041053125.1,0.02081165452653486
GCF_048564955.1,GCF_028226975.1,0.02066649444587962
GCF_029962065.1,GCF_041053125.1,0.02058142526369951
GCF_028891345.1,GCF_029962065.1,0.020549704597996404
GCF_055764455.1,GCF_001456195.2,0.020503503763301324
GCF_028227275.1,GCF_028640715.1,0.02036607373034287
GCF_032594455.1,GCF_028640715.1,0.020339855818743563
GCF_029962045.1,GCF_042238405.1,0.02031779109143006
GCF_042238405.1,GCF_029962065.1,0.02031779109143006
GCF_028891345.1,GCF_029962045.1,0.020287621982537238
GCF_029962065.1,GCF_003515915.2,0.020282413350449294
GCF_003515915.2,GCF_028640715.1,0.02027200410572235
GCF_029962045.1,GCF_028226975.1,0.02011864843951509
GCF_029962045.1,GCF_042237065.1,0.02005730659025788
GCF_029962045.1,GCF_041053125.1,0.020056569812291078
GCF_041053125.1,GCF_055690575.1,0.0199585277345775
GCF_028227635.1,GCF_048564955.1,0.019850476927043052
GCF_004016315.2,GCF_041053125.1,0.01983513652756311
GCF_050157125.1,GCF_029962065.1,0.019824922760041195
GCF_029962065.1,GCF_053901235.1,0.01972841404048168
GCF_001469345.1,GCF_042243345.1,0.019633169723585638
GCF_001469345.1,GCF_055690575.1,0.0196027856590147
GCF_029962045.1,GCF_042237735.1,0.0195822454308094
GCF_014249995.1,GCF_029962065.1,0.019527235354573486
GCF_055766035.1,GCF_029962045.1,0.019527235354573486
GCF_042239055.1,GCF_029962045.1,0.019475460919241756
GCF_001456195.2,GCF_028226975.1,0.019334880123743233
GCF_028226975.1,GCF_028640715.1,0.019319938176197836
GCF_029962065.1,GCF_012974105.1,0.01922091235263967
GCF_053901445.1,GCF_029962025.1,0.018867924528301886
GCF_012974145.1,GCF_029962065.1,0.018508997429305913
GCF_053901445.1,GCF_029962065.1,0.018008747105737074
GCF_029962045.1,GCF_003515915.2,0.017930327868852458
GCF_028227635.1,GCF_029962045.1,0.017733230531996914
GCF_021459925.1,GCF_029962065.1,0.017232510288065845
GCF_053901445.1,GCF_029962045.1,0.017223650385604115
GCF_011801475.1,GCF_041053125.1,0.016692347200821776
GCF_012974105.1,GCF_028640715.1,0.01660705160960654
GCF_055764455.1,GCF_001456295.2,0.016520392359318535
GCF_055764455.1,GCF_029962065.1,0.01627906976744186
GCF_028227635.1,GCF_029962065.1,0.016166281755196306
GCF_029962045.1,GCF_050157125.1,0.01616213442791175
GCF_012974125.1,GCF_029962065.1,0.015455950540958269
GCF_042239055.1,GCF_029962065.1,0.014732489015249418
GCF_029962065.1,GCF_028226975.1,0.01384260446039477
GCF_029962065.1,GCF_042237735.1,0.01297016861219196
GCF_001456195.2,GCF_041053125.1,0.010960999235279123
GCF_048564955.1,GCF_041053125.1,0.008396946564885497
GCF_041053125.1,GCF_053901285.1,0.007119247393846936
GCF_041053125.1,GCF_001456295.2,0.007099391480730223
GCF_029962025.1,GCF_041053125.1,0.002791169753869576
GCF_002117875.1,GCF_041053125.1,0.002777777777777778
GCF_002954205.1,GCF_041053125.1,0.0012600806451612903
