accession,host_group,anomaly_type,method,auc,precision_at_4,anomaly_indices,donor_group,donor_accession,donor_window_indices
GCF_042237735.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,triplet_order_shuffle,compression,1.0,1.0,14;15;27;54,,,
GCF_042237735.1,olive,foreign_segment,composition,1.0,1.0,14;15;27;54,almond,GCF_050157125.1,14:1;15:13;27:2;54:37
GCF_042237735.1,olive,foreign_segment,triplet_distribution,1.0,1.0,14;15;27;54,almond,GCF_050157125.1,14:1;15:13;27:2;54:37
GCF_042237735.1,olive,foreign_segment,pitch_order,1.0,1.0,14;15;27;54,almond,GCF_050157125.1,14:1;15:13;27:2;54:37
GCF_042237735.1,olive,foreign_segment,triplet_transition,1.0,1.0,14;15;27;54,almond,GCF_050157125.1,14:1;15:13;27:2;54:37
GCF_042237735.1,olive,foreign_segment,sixmer,1.0,1.0,14;15;27;54,almond,GCF_050157125.1,14:1;15:13;27:2;54:37
GCF_042237735.1,olive,foreign_segment,compression,1.0,1.0,14;15;27;54,almond,GCF_050157125.1,14:1;15:13;27:2;54:37
GCF_042237065.1,olive,clustered_substitution,composition,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,clustered_substitution,triplet_distribution,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,clustered_substitution,pitch_order,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,clustered_substitution,triplet_transition,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,clustered_substitution,sixmer,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,clustered_substitution,compression,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,triplet_order_shuffle,composition,0.45535714285714285,0.0,6;13;14;18,,,
GCF_042237065.1,olive,triplet_order_shuffle,triplet_distribution,0.45535714285714285,0.0,6;13;14;18,,,
GCF_042237065.1,olive,triplet_order_shuffle,pitch_order,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,triplet_order_shuffle,triplet_transition,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,triplet_order_shuffle,sixmer,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,triplet_order_shuffle,compression,1.0,1.0,6;13;14;18,,,
GCF_042237065.1,olive,foreign_segment,composition,1.0,1.0,6;13;14;18,grapevine,GCF_028227635.1,6:13;13:28;14:43;18:7
GCF_042237065.1,olive,foreign_segment,triplet_distribution,1.0,1.0,6;13;14;18,grapevine,GCF_028227635.1,6:13;13:28;14:43;18:7
GCF_042237065.1,olive,foreign_segment,pitch_order,1.0,1.0,6;13;14;18,grapevine,GCF_028227635.1,6:13;13:28;14:43;18:7
GCF_042237065.1,olive,foreign_segment,triplet_transition,1.0,1.0,6;13;14;18,grapevine,GCF_028227635.1,6:13;13:28;14:43;18:7
GCF_042237065.1,olive,foreign_segment,sixmer,1.0,1.0,6;13;14;18,grapevine,GCF_028227635.1,6:13;13:28;14:43;18:7
GCF_042237065.1,olive,foreign_segment,compression,1.0,1.0,6;13;14;18,grapevine,GCF_028227635.1,6:13;13:28;14:43;18:7
GCF_004016415.2,coffee,clustered_substitution,composition,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,clustered_substitution,triplet_distribution,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,clustered_substitution,pitch_order,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,clustered_substitution,triplet_transition,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,clustered_substitution,sixmer,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,clustered_substitution,compression,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,triplet_order_shuffle,composition,0.5580357142857143,0.0,15;24;37;48,,,
GCF_004016415.2,coffee,triplet_order_shuffle,triplet_distribution,0.5669642857142857,0.0,15;24;37;48,,,
GCF_004016415.2,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,triplet_order_shuffle,sixmer,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,triplet_order_shuffle,compression,1.0,1.0,15;24;37;48,,,
GCF_004016415.2,coffee,foreign_segment,composition,1.0,1.0,15;24;37;48,grapevine,GCF_004016315.2,15:0;24:18;37:24;48:41
GCF_004016415.2,coffee,foreign_segment,triplet_distribution,1.0,1.0,15;24;37;48,grapevine,GCF_004016315.2,15:0;24:18;37:24;48:41
GCF_004016415.2,coffee,foreign_segment,pitch_order,1.0,1.0,15;24;37;48,grapevine,GCF_004016315.2,15:0;24:18;37:24;48:41
GCF_004016415.2,coffee,foreign_segment,triplet_transition,1.0,1.0,15;24;37;48,grapevine,GCF_004016315.2,15:0;24:18;37:24;48:41
GCF_004016415.2,coffee,foreign_segment,sixmer,1.0,1.0,15;24;37;48,grapevine,GCF_004016315.2,15:0;24:18;37:24;48:41
GCF_004016415.2,coffee,foreign_segment,compression,1.0,1.0,15;24;37;48,grapevine,GCF_004016315.2,15:0;24:18;37:24;48:41
GCF_001456195.2,coffee,clustered_substitution,composition,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,clustered_substitution,triplet_distribution,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,clustered_substitution,pitch_order,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,clustered_substitution,triplet_transition,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,clustered_substitution,sixmer,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,clustered_substitution,compression,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,triplet_order_shuffle,composition,0.5,0.0,10;13;34;46,,,
GCF_001456195.2,coffee,triplet_order_shuffle,triplet_distribution,0.5044642857142857,0.0,10;13;34;46,,,
GCF_001456195.2,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,triplet_order_shuffle,sixmer,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,triplet_order_shuffle,compression,1.0,1.0,10;13;34;46,,,
GCF_001456195.2,coffee,foreign_segment,composition,1.0,1.0,10;13;34;46,olive,GCF_012974105.1,10:57;13:18;34:48;46:40
GCF_001456195.2,coffee,foreign_segment,triplet_distribution,1.0,1.0,10;13;34;46,olive,GCF_012974105.1,10:57;13:18;34:48;46:40
GCF_001456195.2,coffee,foreign_segment,pitch_order,1.0,1.0,10;13;34;46,olive,GCF_012974105.1,10:57;13:18;34:48;46:40
GCF_001456195.2,coffee,foreign_segment,triplet_transition,1.0,1.0,10;13;34;46,olive,GCF_012974105.1,10:57;13:18;34:48;46:40
GCF_001456195.2,coffee,foreign_segment,sixmer,1.0,1.0,10;13;34;46,olive,GCF_012974105.1,10:57;13:18;34:48;46:40
GCF_001456195.2,coffee,foreign_segment,compression,1.0,1.0,10;13;34;46,olive,GCF_012974105.1,10:57;13:18;34:48;46:40
GCF_048564955.1,coffee,clustered_substitution,composition,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,clustered_substitution,triplet_distribution,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,clustered_substitution,pitch_order,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,clustered_substitution,triplet_transition,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,clustered_substitution,sixmer,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,clustered_substitution,compression,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,triplet_order_shuffle,composition,0.6696428571428571,0.25,8;18;37;43,,,
GCF_048564955.1,coffee,triplet_order_shuffle,triplet_distribution,0.6696428571428571,0.25,8;18;37;43,,,
GCF_048564955.1,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,triplet_order_shuffle,sixmer,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,triplet_order_shuffle,compression,1.0,1.0,8;18;37;43,,,
GCF_048564955.1,coffee,foreign_segment,composition,1.0,1.0,8;18;37;43,other_prunus,GCF_028640715.1,8:52;18:11;37:10;43:10
GCF_048564955.1,coffee,foreign_segment,triplet_distribution,1.0,1.0,8;18;37;43,other_prunus,GCF_028640715.1,8:52;18:11;37:10;43:10
GCF_048564955.1,coffee,foreign_segment,pitch_order,1.0,1.0,8;18;37;43,other_prunus,GCF_028640715.1,8:52;18:11;37:10;43:10
GCF_048564955.1,coffee,foreign_segment,triplet_transition,1.0,1.0,8;18;37;43,other_prunus,GCF_028640715.1,8:52;18:11;37:10;43:10
GCF_048564955.1,coffee,foreign_segment,sixmer,1.0,1.0,8;18;37;43,other_prunus,GCF_028640715.1,8:52;18:11;37:10;43:10
GCF_048564955.1,coffee,foreign_segment,compression,1.0,1.0,8;18;37;43,other_prunus,GCF_028640715.1,8:52;18:11;37:10;43:10
GCF_032594475.1,coffee,clustered_substitution,composition,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,clustered_substitution,triplet_distribution,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,clustered_substitution,pitch_order,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,clustered_substitution,triplet_transition,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,clustered_substitution,sixmer,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,clustered_substitution,compression,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,triplet_order_shuffle,composition,0.34375,0.0,40;45;47;53,,,
GCF_032594475.1,coffee,triplet_order_shuffle,triplet_distribution,0.34375,0.0,40;45;47;53,,,
GCF_032594475.1,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,triplet_order_shuffle,sixmer,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,triplet_order_shuffle,compression,1.0,1.0,40;45;47;53,,,
GCF_032594475.1,coffee,foreign_segment,composition,1.0,1.0,40;45;47;53,grapevine,GCF_021459925.1,40:51;45:7;47:58;53:26
GCF_032594475.1,coffee,foreign_segment,triplet_distribution,1.0,1.0,40;45;47;53,grapevine,GCF_021459925.1,40:51;45:7;47:58;53:26
GCF_032594475.1,coffee,foreign_segment,pitch_order,1.0,1.0,40;45;47;53,grapevine,GCF_021459925.1,40:51;45:7;47:58;53:26
GCF_032594475.1,coffee,foreign_segment,triplet_transition,1.0,1.0,40;45;47;53,grapevine,GCF_021459925.1,40:51;45:7;47:58;53:26
GCF_032594475.1,coffee,foreign_segment,sixmer,1.0,1.0,40;45;47;53,grapevine,GCF_021459925.1,40:51;45:7;47:58;53:26
GCF_032594475.1,coffee,foreign_segment,compression,1.0,1.0,40;45;47;53,grapevine,GCF_021459925.1,40:51;45:7;47:58;53:26
GCF_032594455.1,coffee,clustered_substitution,composition,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,clustered_substitution,triplet_distribution,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,clustered_substitution,pitch_order,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,clustered_substitution,triplet_transition,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,clustered_substitution,sixmer,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,clustered_substitution,compression,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,triplet_order_shuffle,composition,0.2857142857142857,0.0,20;24;49;51,,,
GCF_032594455.1,coffee,triplet_order_shuffle,triplet_distribution,0.2857142857142857,0.0,20;24;49;51,,,
GCF_032594455.1,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,triplet_order_shuffle,sixmer,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,triplet_order_shuffle,compression,1.0,1.0,20;24;49;51,,,
GCF_032594455.1,coffee,foreign_segment,composition,1.0,1.0,20;24;49;51,grapevine,GCF_053901445.1,20:24;24:49;49:58;51:55
GCF_032594455.1,coffee,foreign_segment,triplet_distribution,1.0,1.0,20;24;49;51,grapevine,GCF_053901445.1,20:24;24:49;49:58;51:55
GCF_032594455.1,coffee,foreign_segment,pitch_order,1.0,1.0,20;24;49;51,grapevine,GCF_053901445.1,20:24;24:49;49:58;51:55
GCF_032594455.1,coffee,foreign_segment,triplet_transition,1.0,1.0,20;24;49;51,grapevine,GCF_053901445.1,20:24;24:49;49:58;51:55
GCF_032594455.1,coffee,foreign_segment,sixmer,1.0,1.0,20;24;49;51,grapevine,GCF_053901445.1,20:24;24:49;49:58;51:55
GCF_032594455.1,coffee,foreign_segment,compression,1.0,1.0,20;24;49;51,grapevine,GCF_053901445.1,20:24;24:49;49:58;51:55
GCF_041053125.1,coffee,clustered_substitution,composition,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,clustered_substitution,triplet_distribution,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,clustered_substitution,pitch_order,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,clustered_substitution,triplet_transition,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,clustered_substitution,sixmer,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,clustered_substitution,compression,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,triplet_order_shuffle,composition,0.22321428571428573,0.0,23;24;40;54,,,
GCF_041053125.1,coffee,triplet_order_shuffle,triplet_distribution,0.21875,0.0,23;24;40;54,,,
GCF_041053125.1,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,triplet_order_shuffle,sixmer,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,triplet_order_shuffle,compression,1.0,1.0,23;24;40;54,,,
GCF_041053125.1,coffee,foreign_segment,composition,1.0,1.0,23;24;40;54,grapevine,GCF_004016315.2,23:3;24:57;40:47;54:28
GCF_041053125.1,coffee,foreign_segment,triplet_distribution,1.0,1.0,23;24;40;54,grapevine,GCF_004016315.2,23:3;24:57;40:47;54:28
GCF_041053125.1,coffee,foreign_segment,pitch_order,1.0,1.0,23;24;40;54,grapevine,GCF_004016315.2,23:3;24:57;40:47;54:28
GCF_041053125.1,coffee,foreign_segment,triplet_transition,1.0,1.0,23;24;40;54,grapevine,GCF_004016315.2,23:3;24:57;40:47;54:28
GCF_041053125.1,coffee,foreign_segment,sixmer,1.0,1.0,23;24;40;54,grapevine,GCF_004016315.2,23:3;24:57;40:47;54:28
GCF_041053125.1,coffee,foreign_segment,compression,1.0,1.0,23;24;40;54,grapevine,GCF_004016315.2,23:3;24:57;40:47;54:28
GCF_028226975.1,coffee,clustered_substitution,composition,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,clustered_substitution,triplet_distribution,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,clustered_substitution,pitch_order,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,clustered_substitution,triplet_transition,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,clustered_substitution,sixmer,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,clustered_substitution,compression,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,triplet_order_shuffle,composition,0.42410714285714285,0.25,18;37;46;54,,,
GCF_028226975.1,coffee,triplet_order_shuffle,triplet_distribution,0.42857142857142855,0.25,18;37;46;54,,,
GCF_028226975.1,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,triplet_order_shuffle,sixmer,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,triplet_order_shuffle,compression,1.0,1.0,18;37;46;54,,,
GCF_028226975.1,coffee,foreign_segment,composition,1.0,1.0,18;37;46;54,other_prunus,GCF_055690575.1,18:53;37:32;46:30;54:49
GCF_028226975.1,coffee,foreign_segment,triplet_distribution,1.0,1.0,18;37;46;54,other_prunus,GCF_055690575.1,18:53;37:32;46:30;54:49
GCF_028226975.1,coffee,foreign_segment,pitch_order,1.0,1.0,18;37;46;54,other_prunus,GCF_055690575.1,18:53;37:32;46:30;54:49
GCF_028226975.1,coffee,foreign_segment,triplet_transition,1.0,1.0,18;37;46;54,other_prunus,GCF_055690575.1,18:53;37:32;46:30;54:49
GCF_028226975.1,coffee,foreign_segment,sixmer,1.0,1.0,18;37;46;54,other_prunus,GCF_055690575.1,18:53;37:32;46:30;54:49
GCF_028226975.1,coffee,foreign_segment,compression,1.0,1.0,18;37;46;54,other_prunus,GCF_055690575.1,18:53;37:32;46:30;54:49
GCF_053901285.1,coffee,clustered_substitution,composition,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,clustered_substitution,triplet_distribution,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,clustered_substitution,pitch_order,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,clustered_substitution,triplet_transition,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,clustered_substitution,sixmer,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,clustered_substitution,compression,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,triplet_order_shuffle,composition,0.4107142857142857,0.0,9;15;22;46,,,
GCF_053901285.1,coffee,triplet_order_shuffle,triplet_distribution,0.4107142857142857,0.0,9;15;22;46,,,
GCF_053901285.1,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,triplet_order_shuffle,sixmer,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,triplet_order_shuffle,compression,1.0,1.0,9;15;22;46,,,
GCF_053901285.1,coffee,foreign_segment,composition,1.0,1.0,9;15;22;46,almond,GCF_042239055.1,9:0;15:23;22:57;46:26
GCF_053901285.1,coffee,foreign_segment,triplet_distribution,1.0,1.0,9;15;22;46,almond,GCF_042239055.1,9:0;15:23;22:57;46:26
GCF_053901285.1,coffee,foreign_segment,pitch_order,1.0,1.0,9;15;22;46,almond,GCF_042239055.1,9:0;15:23;22:57;46:26
GCF_053901285.1,coffee,foreign_segment,triplet_transition,1.0,1.0,9;15;22;46,almond,GCF_042239055.1,9:0;15:23;22:57;46:26
GCF_053901285.1,coffee,foreign_segment,sixmer,1.0,1.0,9;15;22;46,almond,GCF_042239055.1,9:0;15:23;22:57;46:26
GCF_053901285.1,coffee,foreign_segment,compression,1.0,1.0,9;15;22;46,almond,GCF_042239055.1,9:0;15:23;22:57;46:26
GCF_001469345.1,coffee,clustered_substitution,composition,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,clustered_substitution,triplet_distribution,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,clustered_substitution,pitch_order,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,clustered_substitution,triplet_transition,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,clustered_substitution,sixmer,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,clustered_substitution,compression,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,triplet_order_shuffle,composition,0.6294642857142857,0.0,9;13;26;33,,,
GCF_001469345.1,coffee,triplet_order_shuffle,triplet_distribution,0.625,0.0,9;13;26;33,,,
GCF_001469345.1,coffee,triplet_order_shuffle,pitch_order,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,triplet_order_shuffle,triplet_transition,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,triplet_order_shuffle,sixmer,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,triplet_order_shuffle,compression,1.0,1.0,9;13;26;33,,,
GCF_001469345.1,coffee,foreign_segment,composition,1.0,1.0,9;13;26;33,olive,GCF_021474225.1,9:16;13:24;26:50;33:34
GCF_001469345.1,coffee,foreign_segment,triplet_distribution,1.0,1.0,9;13;26;33,olive,GCF_021474225.1,9:16;13:24;26:50;33:34
GCF_001469345.1,coffee,foreign_segment,pitch_order,1.0,1.0,9;13;26;33,olive,GCF_021474225.1,9:16;13:24;26:50;33:34
GCF_001469345.1,coffee,foreign_segment,triplet_transition,1.0,1.0,9;13;26;33,olive,GCF_021474225.1,9:16;13:24;26:50;33:34
GCF_001469345.1,coffee,foreign_segment,sixmer,1.0,1.0,9;13;26;33,olive,GCF_021474225.1,9:16;13:24;26:50;33:34
GCF_001469345.1,coffee,foreign_segment,compression,1.0,1.0,9;13;26;33,olive,GCF_021474225.1,9:16;13:24;26:50;33:34
GCF_042241145.1,other_prunus,clustered_substitution,composition,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,clustered_substitution,triplet_distribution,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,clustered_substitution,pitch_order,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,clustered_substitution,triplet_transition,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,clustered_substitution,sixmer,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,clustered_substitution,compression,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,triplet_order_shuffle,composition,0.44642857142857145,0.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,triplet_order_shuffle,triplet_distribution,0.45089285714285715,0.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,triplet_order_shuffle,pitch_order,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,triplet_order_shuffle,triplet_transition,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,triplet_order_shuffle,sixmer,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,triplet_order_shuffle,compression,1.0,1.0,18;22;28;41,,,
GCF_042241145.1,other_prunus,foreign_segment,composition,1.0,1.0,18;22;28;41,almond,GCF_029962045.1,18:1;22:58;28:44;41:32
GCF_042241145.1,other_prunus,foreign_segment,triplet_distribution,1.0,1.0,18;22;28;41,almond,GCF_029962045.1,18:1;22:58;28:44;41:32
GCF_042241145.1,other_prunus,foreign_segment,pitch_order,1.0,1.0,18;22;28;41,almond,GCF_029962045.1,18:1;22:58;28:44;41:32
GCF_042241145.1,other_prunus,foreign_segment,triplet_transition,1.0,1.0,18;22;28;41,almond,GCF_029962045.1,18:1;22:58;28:44;41:32
GCF_042241145.1,other_prunus,foreign_segment,sixmer,1.0,1.0,18;22;28;41,almond,GCF_029962045.1,18:1;22:58;28:44;41:32
GCF_042241145.1,other_prunus,foreign_segment,compression,1.0,1.0,18;22;28;41,almond,GCF_029962045.1,18:1;22:58;28:44;41:32
GCF_053901235.1,other_prunus,clustered_substitution,composition,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,clustered_substitution,triplet_distribution,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,clustered_substitution,pitch_order,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,clustered_substitution,triplet_transition,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,clustered_substitution,sixmer,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,clustered_substitution,compression,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,triplet_order_shuffle,composition,0.6741071428571429,0.25,8;20;36;38,,,
GCF_053901235.1,other_prunus,triplet_order_shuffle,triplet_distribution,0.6785714285714286,0.25,8;20;36;38,,,
GCF_053901235.1,other_prunus,triplet_order_shuffle,pitch_order,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,triplet_order_shuffle,triplet_transition,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,triplet_order_shuffle,sixmer,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,triplet_order_shuffle,compression,1.0,1.0,8;20;36;38,,,
GCF_053901235.1,other_prunus,foreign_segment,composition,1.0,1.0,8;20;36;38,coffee,GCF_032594475.1,8:36;20:3;36:11;38:47
GCF_053901235.1,other_prunus,foreign_segment,triplet_distribution,1.0,1.0,8;20;36;38,coffee,GCF_032594475.1,8:36;20:3;36:11;38:47
GCF_053901235.1,other_prunus,foreign_segment,pitch_order,1.0,1.0,8;20;36;38,coffee,GCF_032594475.1,8:36;20:3;36:11;38:47
GCF_053901235.1,other_prunus,foreign_segment,triplet_transition,1.0,1.0,8;20;36;38,coffee,GCF_032594475.1,8:36;20:3;36:11;38:47
GCF_053901235.1,other_prunus,foreign_segment,sixmer,1.0,1.0,8;20;36;38,coffee,GCF_032594475.1,8:36;20:3;36:11;38:47
GCF_053901235.1,other_prunus,foreign_segment,compression,1.0,1.0,8;20;36;38,coffee,GCF_032594475.1,8:36;20:3;36:11;38:47
GCF_001456295.2,other_prunus,clustered_substitution,composition,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,clustered_substitution,triplet_distribution,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,clustered_substitution,pitch_order,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,clustered_substitution,triplet_transition,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,clustered_substitution,sixmer,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,clustered_substitution,compression,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,triplet_order_shuffle,composition,0.15625,0.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,triplet_order_shuffle,triplet_distribution,0.15178571428571427,0.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,triplet_order_shuffle,pitch_order,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,triplet_order_shuffle,triplet_transition,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,triplet_order_shuffle,sixmer,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,triplet_order_shuffle,compression,1.0,1.0,9;31;46;49,,,
GCF_001456295.2,other_prunus,foreign_segment,composition,1.0,1.0,9;31;46;49,almond,GCF_029962045.1,9:42;31:18;46:33;49:43
GCF_001456295.2,other_prunus,foreign_segment,triplet_distribution,1.0,1.0,9;31;46;49,almond,GCF_029962045.1,9:42;31:18;46:33;49:43
GCF_001456295.2,other_prunus,foreign_segment,pitch_order,1.0,1.0,9;31;46;49,almond,GCF_029962045.1,9:42;31:18;46:33;49:43
GCF_001456295.2,other_prunus,foreign_segment,triplet_transition,1.0,1.0,9;31;46;49,almond,GCF_029962045.1,9:42;31:18;46:33;49:43
GCF_001456295.2,other_prunus,foreign_segment,sixmer,1.0,1.0,9;31;46;49,almond,GCF_029962045.1,9:42;31:18;46:33;49:43
GCF_001456295.2,other_prunus,foreign_segment,compression,1.0,1.0,9;31;46;49,almond,GCF_029962045.1,9:42;31:18;46:33;49:43
GCF_003515915.2,other_prunus,clustered_substitution,composition,1.0,1.0,9;13;21;27,,,
